qC_l_hip_yaw	qC_l_hip_rol	qC_l_hip_pit	qC_l_kne	qC_l_ank	qC_r_hip_yaw	qC_r_hip_rol	qC_r_hip_pit	qC_r_kne	qC_r_ank	torso	qC_l_shd_pit	qC_l_shd_rol	qC_l_shd_yaw	qC_l_elb	qC_r_shd_pit	qC_r_shd_rol	qC_r_shd_yaw	qC_r_elb	qP_l_hip_yaw	qP_l_hip_rol	qP_l_hip_pit	qP_l_kne	qP_l_ank	qP_r_hip_yaw	qP_r_hip_rol	qP_r_hip_pit	qP_r_kne	qP_r_ank	torso	qP_l_shd_pit	qP_l_shd_rol	qP_l_shd_yaw	qP_l_elb	qP_r_shd_pit	qP_r_shd_rol	qP_r_shd_yaw	qP_r_elb	qV_l_hip_yaw	qV_l_hip_rol	qV_l_hip_pit	qV_l_kne	qV_l_ank	qV_r_hip_yaw	qV_r_hip_rol	qV_r_hip_pit	qV_r_kne	qV_r_ank	torso	qV_l_shd_pit	qV_l_shd_rol	qV_l_shd_yaw	qV_l_elb	qV_r_shd_pit	qV_r_shd_rol	qV_r_shd_yaw	qV_r_elb	rol	pit	yaw	rol_rate	pit_rate	yaw_rate	
-0.189248	-0.220498	-0.378707	0.219606	-0.397488	-0.184449	-0.144379	-0.383129	0.221236	-0.399364	-0.185609	-0.179929	-0.187790	-0.185665	-0.178301	-0.174448	-0.181847	-0.181349	-0.177696	-0.170945	-0.209763	-0.347800	0.244294	-0.368292	-0.163718	-0.093939	-0.340616	0.246962	-0.365829	-0.168175	-0.147987	-0.166748	-0.164082	-0.154236	-0.142254	-0.155187	-0.159675	-0.154387	-0.796406	-0.695190	-0.765525	-0.773048	-0.889433	-0.769871	-0.770002	-0.674508	-0.793579	-0.788818	-0.818445	-0.986023	-1.065173	-1.061893	-0.972756	-0.988706	-0.802233	-0.906873	-0.988259	0.021688	0.110212	-0.018187	0.123402	0.114117	-0.090658	
-0.196603	-0.227853	-0.386062	0.212251	-0.404844	-0.191804	-0.151734	-0.390485	0.213881	-0.406720	-0.192964	-0.187285	-0.195145	-0.193020	-0.185656	-0.181803	-0.189203	-0.188704	-0.185051	-0.178385	-0.217075	-0.354958	0.235074	-0.375964	-0.170237	-0.100894	-0.347084	0.238142	-0.372568	-0.175539	-0.156634	-0.175017	-0.172651	-0.161200	-0.150241	-0.162021	-0.168062	-0.161260	-0.785369	-0.739320	-0.757341	-0.772222	-0.829064	-0.728326	-0.794302	-0.695127	-0.776436	-0.701619	-0.844500	-0.849187	-0.849187	-0.887495	-1.023138	-0.849187	-0.757963	-0.984383	-0.887495	0.022762	0.111665	-0.019227	0.154664	0.141215	-0.097378	
-0.203769	-0.235020	-0.393228	0.205085	-0.412010	-0.198971	-0.158900	-0.397651	0.206715	-0.413886	-0.200130	-0.194451	-0.202312	-0.200187	-0.192823	-0.188970	-0.196369	-0.195870	-0.192217	-0.185237	-0.223492	-0.361913	0.227660	-0.383259	-0.178828	-0.107950	-0.353654	0.230600	-0.380355	-0.182620	-0.164002	-0.182532	-0.180614	-0.171101	-0.158049	-0.168372	-0.176721	-0.169496	-0.764218	-0.731589	-0.757290	-0.779378	-0.806258	-0.706912	-0.735495	-0.676990	-0.760061	-0.802233	-0.771914	-0.896140	-0.835772	-0.918499	-1.007636	-0.913580	-0.725766	-1.069645	-1.232417	0.023822	0.113018	-0.020230	0.132528	0.123763	-0.097288	
-0.210740	-0.241990	-0.400199	0.198114	-0.418981	-0.205942	-0.165871	-0.404622	0.199744	-0.420857	-0.207101	-0.201422	-0.209282	-0.207157	-0.199793	-0.195940	-0.203340	-0.202841	-0.199188	-0.191935	-0.230319	-0.368176	0.220230	-0.390553	-0.185756	-0.115211	-0.360481	0.223090	-0.387388	-0.189805	-0.172166	-0.189837	-0.187154	-0.179124	-0.165029	-0.174734	-0.183534	-0.178549	-0.723087	-0.684328	-0.709865	-0.761310	-0.733815	-0.721468	-0.733654	-0.685983	-0.764592	-0.774061	-0.733564	-1.018219	-0.752597	-0.922375	-1.294425	-0.719059	-0.700277	-0.949503	-1.154906	0.024857	0.114335	-0.021309	0.135960	0.146875	-0.113528	
-0.217508	-0.248758	-0.406967	0.191346	-0.425749	-0.212709	-0.172639	-0.411390	0.192976	-0.427625	-0.213869	-0.208190	-0.216050	-0.213925	-0.206561	-0.202708	-0.210108	-0.209609	-0.205956	-0.198506	-0.238551	-0.375233	0.213566	-0.397324	-0.191227	-0.122829	-0.367358	0.216922	-0.394316	-0.197423	-0.180959	-0.196345	-0.193664	-0.186360	-0.173057	-0.180624	-0.189983	-0.184907	-0.704370	-0.716559	-0.701383	-0.738404	-0.719059	-0.671276	-0.709100	-0.699425	-0.729890	-0.803575	-0.706851	-0.784793	-0.747231	-0.546449	-1.162657	-0.819673	-0.696253	-0.573578	-0.879744	0.025905	0.115472	-0.022442	0.115296	0.111281	-0.112874	
-0.224066	-0.255317	-0.413525	0.184787	-0.432307	-0.219268	-0.179198	-0.417948	0.186417	-0.434183	-0.220427	-0.214748	-0.222609	-0.220484	-0.213120	-0.209267	-0.216666	-0.216167	-0.212515	-0.205869	-0.245454	-0.382621	0.206999	-0.405216	-0.197798	-0.129656	-0.375667	0.210243	-0.401369	-0.204352	-0.187898	-0.203231	-0.201536	-0.192931	-0.179555	-0.188233	-0.197219	-0.191750	-0.670463	-0.735047	-0.699025	-0.713094	-0.711010	-0.643137	-0.689599	-0.726547	-0.689777	-0.768695	-0.690472	-0.790160	-0.794184	-0.879744	-1.023138	-0.782111	-0.830405	-0.941752	-0.934001	0.026879	0.116529	-0.023568	0.134107	0.117931	-0.119436	
-0.230409	-0.261660	-0.419868	0.178445	-0.438650	-0.225611	-0.185540	-0.424291	0.180075	-0.440526	-0.226770	-0.221091	-0.228951	-0.226827	-0.219463	-0.215610	-0.223009	-0.222510	-0.218857	-0.212772	-0.252178	-0.388911	0.200959	-0.411997	-0.204624	-0.136354	-0.382468	0.203164	-0.408255	-0.211280	-0.194176	-0.211657	-0.208530	-0.199168	-0.185697	-0.194668	-0.205455	-0.198229	-0.680921	-0.712845	-0.661260	-0.661384	-0.741865	-0.687360	-0.693139	-0.722686	-0.651069	-0.776744	-0.709174	-0.637226	-0.782111	-0.910748	-0.918499	-0.729791	-0.646616	-0.852615	-1.023138	0.027813	0.117540	-0.024986	0.123176	0.082004	-0.136889	
-0.236530	-0.267780	-0.425989	0.172324	-0.444771	-0.231732	-0.191661	-0.430412	0.173954	-0.446647	-0.232891	-0.227212	-0.235072	-0.232947	-0.225584	-0.221730	-0.229130	-0.228631	-0.224978	-0.220084	-0.258902	-0.394791	0.193545	-0.418914	-0.213470	-0.143104	-0.389473	0.196549	-0.416702	-0.217902	-0.200349	-0.217893	-0.215948	-0.204678	-0.191618	-0.200799	-0.211147	-0.206041	-0.741077	-0.689277	-0.656469	-0.647551	-0.721742	-0.731344	-0.687302	-0.714917	-0.651829	-0.727108	-0.707299	-0.686862	-0.642592	-0.798358	-0.806109	-0.690887	-0.729791	-0.868117	-0.988259	0.028729	0.118391	-0.026262	0.122336	0.099718	-0.116021	
-0.242422	-0.273673	-0.431881	0.166431	-0.450663	-0.237624	-0.197554	-0.436304	0.168061	-0.452539	-0.238783	-0.233104	-0.240965	-0.238840	-0.231476	-0.227623	-0.235022	-0.234523	-0.230871	-0.226782	-0.265293	-0.400032	0.188160	-0.424783	-0.219887	-0.149521	-0.396376	0.191036	-0.422886	-0.224549	-0.206752	-0.223511	-0.222094	-0.212248	-0.197446	-0.207790	-0.217293	-0.210643	-0.750201	-0.673129	-0.617583	-0.604246	-0.613078	-0.714628	-0.677610	-0.719231	-0.624686	-0.646616	-0.680458	-0.753938	-0.587589	-0.693719	-0.941752	-0.674788	-0.774061	-0.713096	-0.689843	0.029593	0.119200	-0.027639	0.107031	0.072695	-0.115982	
-0.248081	-0.279332	-0.437540	0.160773	-0.456322	-0.243283	-0.203212	-0.441963	0.162403	-0.458198	-0.244442	-0.238763	-0.246623	-0.244499	-0.237135	-0.233282	-0.240681	-0.240182	-0.236529	-0.233276	-0.272656	-0.405963	0.182807	-0.430830	-0.225895	-0.157037	-0.403049	0.185507	-0.428891	-0.230813	-0.212496	-0.229076	-0.227907	-0.218455	-0.203252	-0.213491	-0.222743	-0.218243	-0.706327	-0.644495	-0.594597	-0.581947	-0.661373	-0.666950	-0.653576	-0.709366	-0.596430	-0.627835	-0.657076	-0.574174	-0.605029	-0.577453	-0.957254	-0.603687	-0.642592	-0.499943	-0.992134	0.030549	0.119802	-0.029018	0.130831	0.042541	-0.145488	
-0.253500	-0.284751	-0.442959	0.155354	-0.461741	-0.248702	-0.208631	-0.447382	0.156984	-0.463617	-0.249861	-0.244182	-0.252043	-0.249918	-0.242554	-0.238701	-0.246100	-0.245601	-0.241948	-0.239131	-0.279431	-0.411511	0.177230	-0.436794	-0.231239	-0.163761	-0.409875	0.179308	-0.434635	-0.237511	-0.219560	-0.234925	-0.234084	-0.225085	-0.209582	-0.219811	-0.229344	-0.224298	-0.662862	-0.662694	-0.586688	-0.563086	-0.629176	-0.598151	-0.668510	-0.693349	-0.594166	-0.614420	-0.604115	-0.668081	-0.615761	-0.682092	-0.902997	-0.688204	-0.731132	-0.763478	-1.023138	0.031366	0.120311	-0.030518	0.118663	0.058790	-0.129200	
-0.258674	-0.289925	-0.448133	0.150179	-0.466915	-0.253876	-0.213806	-0.452556	0.151809	-0.468791	-0.255036	-0.249356	-0.257217	-0.255092	-0.247728	-0.243875	-0.251274	-0.250776	-0.247123	-0.244576	-0.285567	-0.416855	0.172133	-0.442139	-0.236250	-0.169616	-0.417110	0.173811	-0.440053	-0.243008	-0.224465	-0.239808	-0.238989	-0.230414	-0.214561	-0.225586	-0.234491	-0.229566	-0.615103	-0.661089	-0.552663	-0.535622	-0.525879	-0.526016	-0.642768	-0.668950	-0.589149	-0.591614	-0.568936	-0.520513	-0.460144	-0.468938	-0.689843	-0.528562	-0.539294	-0.542573	-0.670466	0.032274	0.120695	-0.031870	0.106290	0.042118	-0.137696	
-0.263599	-0.294849	-0.453058	0.145255	-0.471840	-0.258801	-0.218730	-0.457481	0.146885	-0.473716	-0.259960	-0.254281	-0.262141	-0.260016	-0.252652	-0.248799	-0.256199	-0.255700	-0.252047	-0.251172	-0.290987	-0.422096	0.167195	-0.448815	-0.239829	-0.175675	-0.423476	0.168234	-0.445598	-0.248147	-0.229611	-0.245604	-0.244772	-0.235773	-0.219434	-0.232378	-0.240516	-0.235138	-0.586261	-0.603934	-0.510556	-0.519681	-0.583564	-0.448286	-0.604053	-0.638159	-0.589928	-0.656007	-0.558118	-0.605029	-0.637226	-0.705345	-0.775105	-0.646616	-0.676130	-0.685968	-0.767354	0.033015	0.120981	-0.033321	0.111171	0.017868	-0.135237	
-0.268268	-0.299519	-0.457727	0.140586	-0.476509	-0.263470	-0.223400	-0.462150	0.142216	-0.478385	-0.264629	-0.258950	-0.266811	-0.264686	-0.257322	-0.253469	-0.260868	-0.260369	-0.256716	-0.256822	-0.296356	-0.426519	0.162354	-0.454014	-0.245019	-0.180891	-0.429254	0.162338	-0.451016	-0.253797	-0.234338	-0.250750	-0.249465	-0.240406	-0.224318	-0.237796	-0.245361	-0.240133	-0.577779	-0.578383	-0.474449	-0.512720	-0.513805	-0.457706	-0.587134	-0.617950	-0.586084	-0.515147	-0.573199	-0.434655	-0.512463	-0.418557	-0.654964	-0.453436	-0.582223	-0.437934	-0.623959	0.033721	0.121165	-0.034754	0.120996	0.024847	-0.129979	
-0.272678	-0.303929	-0.462137	0.136176	-0.480919	-0.267880	-0.227810	-0.466560	0.137805	-0.482795	-0.269039	-0.263360	-0.271221	-0.269096	-0.261732	-0.257879	-0.265278	-0.264779	-0.261126	-0.262140	-0.301112	-0.430737	0.156841	-0.458143	-0.250720	-0.185390	-0.434955	0.156138	-0.456309	-0.258757	-0.238278	-0.255068	-0.255551	-0.245765	-0.228437	-0.242869	-0.250992	-0.244887	-0.567849	-0.553951	-0.447100	-0.499497	-0.448070	-0.495846	-0.545545	-0.588487	-0.560816	-0.523196	-0.554698	-0.516488	-0.480267	-0.589080	-0.705345	-0.546002	-0.588931	-0.643337	-0.573578	0.034439	0.121160	-0.036180	0.107398	0.000814	-0.160894	
-0.276824	-0.308075	-0.466283	0.132029	-0.485065	-0.272026	-0.231956	-0.470706	0.133659	-0.486941	-0.273186	-0.267506	-0.275367	-0.273242	-0.265878	-0.262025	-0.269424	-0.268926	-0.265273	-0.266512	-0.307145	-0.434086	0.152447	-0.462314	-0.254888	-0.191271	-0.439762	0.151041	-0.460784	-0.263538	-0.242827	-0.259093	-0.260728	-0.250397	-0.232493	-0.247417	-0.256139	-0.250973	-0.520037	-0.508912	-0.409660	-0.486948	-0.520513	-0.481289	-0.513062	-0.571560	-0.566855	-0.550026	-0.469511	-0.435996	-0.485633	-0.705345	-0.651088	-0.486974	-0.533928	-0.678217	-0.720847	0.035053	0.121052	-0.037627	0.106543	-0.017861	-0.147472	
-0.280703	-0.311953	-0.470162	0.128151	-0.488944	-0.275905	-0.235834	-0.474585	0.129781	-0.490820	-0.277064	-0.271385	-0.279245	-0.277120	-0.269757	-0.265903	-0.273303	-0.272804	-0.269151	-0.272009	-0.311083	-0.438816	0.148436	-0.467293	-0.258876	-0.194696	-0.445284	0.146215	-0.465102	-0.267577	-0.246118	-0.264344	-0.264150	-0.254697	-0.236822	-0.252731	-0.260045	-0.254879	-0.501668	-0.490461	-0.407571	-0.457612	-0.358188	-0.469852	-0.458817	-0.543117	-0.548047	-0.449412	-0.439446	-0.339406	-0.481608	-0.348797	-0.620084	-0.401117	-0.457461	-0.352673	-0.561951	0.035640	0.120929	-0.039163	0.103623	-0.002592	-0.137637	
-0.284309	-0.315560	-0.473768	0.124544	-0.492550	-0.279511	-0.239441	-0.478191	0.126174	-0.494426	-0.280671	-0.274991	-0.282852	-0.280727	-0.273363	-0.269510	-0.276909	-0.276410	-0.272758	-0.276483	-0.315148	-0.441807	0.143914	-0.470615	-0.263580	-0.199119	-0.450346	0.140223	-0.469714	-0.271949	-0.249692	-0.268106	-0.269055	-0.258905	-0.240794	-0.256714	-0.265223	-0.259027	-0.496278	-0.449241	-0.378845	-0.407397	-0.340748	-0.407785	-0.419018	-0.511071	-0.509865	-0.419898	-0.453890	-0.413190	-0.406483	-0.441810	-0.503818	-0.435996	-0.415873	-0.523196	-0.352673	0.036220	0.120726	-0.040577	0.092117	-0.017104	-0.117051	
-0.287641	-0.318891	-0.477100	0.121213	-0.495882	-0.282843	-0.242772	-0.481523	0.122843	-0.497758	-0.284002	-0.278323	-0.286183	-0.284058	-0.276695	-0.272841	-0.280241	-0.279742	-0.276089	-0.279576	-0.319520	-0.445898	0.139951	-0.474367	-0.266367	-0.203542	-0.455332	0.136084	-0.473675	-0.275196	-0.253486	-0.271984	-0.273203	-0.264053	-0.244284	-0.260497	-0.269552	-0.263780	-0.401221	-0.426694	-0.370924	-0.397754	-0.417215	-0.366686	-0.449966	-0.503149	-0.471979	-0.465510	-0.400058	-0.452095	-0.407824	-0.550324	-0.530947	-0.390384	-0.401117	-0.472814	-0.496067	0.036727	0.120390	-0.041823	0.092045	-0.025764	-0.095286	
-0.290694	-0.321944	-0.480153	0.118160	-0.498934	-0.285895	-0.245825	-0.484575	0.119790	-0.500810	-0.287055	-0.281375	-0.289236	-0.287111	-0.279747	-0.275894	-0.283293	-0.282795	-0.279142	-0.283054	-0.322306	-0.448224	0.136388	-0.478297	-0.269358	-0.206150	-0.459116	0.132649	-0.477931	-0.279645	-0.257060	-0.275516	-0.276230	-0.267958	-0.247470	-0.263820	-0.272762	-0.267111	-0.344111	-0.384380	-0.340808	-0.383552	-0.394409	-0.312446	-0.378755	-0.470771	-0.414583	-0.450753	-0.396767	-0.390384	-0.317942	-0.437934	-0.623959	-0.332699	-0.330016	-0.437934	-0.581329	0.037279	0.119988	-0.042915	0.080015	-0.037706	-0.088796	
-0.293465	-0.324715	-0.482924	0.115389	-0.501706	-0.288667	-0.248596	-0.487347	0.117019	-0.503582	-0.289826	-0.284147	-0.292007	-0.289882	-0.282519	-0.278665	-0.286065	-0.285566	-0.281913	-0.286454	-0.326065	-0.451727	0.133032	-0.482249	-0.272119	-0.210139	-0.463999	0.129118	-0.481746	-0.282840	-0.260424	-0.278880	-0.280136	-0.272258	-0.250530	-0.266691	-0.276244	-0.270805	-0.352273	-0.340774	-0.297535	-0.351361	-0.375628	-0.296466	-0.338997	-0.462813	-0.377833	-0.375628	-0.395469	-0.347456	-0.366237	-0.457312	-0.426308	-0.356846	-0.317942	-0.418557	-0.476689	0.037722	0.119511	-0.044047	0.084393	-0.023880	-0.095252	
-0.295952	-0.327202	-0.485411	0.112902	-0.504193	-0.291153	-0.251083	-0.489834	0.114532	-0.506069	-0.292313	-0.286634	-0.294494	-0.292369	-0.285005	-0.281152	-0.288552	-0.288053	-0.284400	-0.290672	-0.329439	-0.454233	0.130508	-0.485372	-0.274037	-0.212312	-0.467680	0.125858	-0.484911	-0.287084	-0.264354	-0.282140	-0.282861	-0.275679	-0.254198	-0.269479	-0.279090	-0.273832	-0.390481	-0.347211	-0.314269	-0.309579	-0.250866	-0.253528	-0.298052	-0.438010	-0.353802	-0.340748	-0.353700	-0.391726	-0.303185	-0.298415	-0.538698	-0.367579	-0.295136	-0.248034	-0.379801	0.038150	0.119104	-0.045187	0.067586	-0.038346	-0.092439	
-0.298152	-0.329402	-0.487611	0.110702	-0.506393	-0.293354	-0.253283	-0.492034	0.112332	-0.508269	-0.294513	-0.288834	-0.296694	-0.294569	-0.287206	-0.283352	-0.290752	-0.290253	-0.286600	-0.293101	-0.331306	-0.457122	0.127631	-0.487510	-0.277693	-0.214996	-0.471490	0.123173	-0.487384	-0.289641	-0.267907	-0.284802	-0.285647	-0.278071	-0.257175	-0.272089	-0.282027	-0.277133	-0.358987	-0.250222	-0.286091	-0.290512	-0.207937	-0.266392	-0.227558	-0.399355	-0.302954	-0.268306	-0.317162	-0.390384	-0.304527	-0.325544	-0.317793	-0.331357	-0.292453	-0.344922	-0.356548	0.038450	0.118616	-0.046327	0.048986	-0.039028	-0.089280	
-0.300063	-0.331314	-0.489522	0.108791	-0.508304	-0.295265	-0.255194	-0.493945	0.110421	-0.510180	-0.296424	-0.290745	-0.298605	-0.296481	-0.289117	-0.285264	-0.292663	-0.292164	-0.288511	-0.296220	-0.334553	-0.460369	0.125714	-0.489428	-0.279431	-0.216914	-0.475376	0.121224	-0.489763	-0.292607	-0.270884	-0.287600	-0.287796	-0.279676	-0.259596	-0.274353	-0.284176	-0.279585	-0.287120	-0.249450	-0.296335	-0.250753	-0.202571	-0.284974	-0.239891	-0.355533	-0.247923	-0.257573	-0.285834	-0.283062	-0.265622	-0.236407	-0.158896	-0.275013	-0.224035	-0.174399	-0.290664	0.038761	0.118182	-0.047429	0.080910	-0.025268	-0.102129	
-0.301684	-0.332934	-0.491143	0.107170	-0.509924	-0.296885	-0.256815	-0.495565	0.108800	-0.511800	-0.298045	-0.292365	-0.300226	-0.298101	-0.290737	-0.286884	-0.294283	-0.293785	-0.290132	-0.297882	-0.336470	-0.462491	0.123765	-0.492163	-0.280658	-0.218780	-0.478265	0.118923	-0.492300	-0.294269	-0.273829	-0.290221	-0.290097	-0.281432	-0.262028	-0.276963	-0.286538	-0.282068	-0.256648	-0.264718	-0.251162	-0.201270	-0.240133	-0.175005	-0.202189	-0.324307	-0.221083	-0.311234	-0.245500	-0.328674	-0.292453	-0.337171	-0.263536	-0.280379	-0.215986	-0.282913	-0.317793	0.038966	0.117583	-0.048404	0.051568	-0.044917	-0.081252	
-0.303012	-0.334262	-0.492471	0.105842	-0.511252	-0.298213	-0.258143	-0.496893	0.107472	-0.513128	-0.299373	-0.293693	-0.301554	-0.299429	-0.292065	-0.288212	-0.295611	-0.295113	-0.291460	-0.299211	-0.338387	-0.464689	0.122534	-0.494542	-0.282167	-0.219930	-0.480285	0.117293	-0.494710	-0.296544	-0.276281	-0.292977	-0.291914	-0.283158	-0.263809	-0.278755	-0.288597	-0.284187	-0.145314	-0.205315	-0.220104	-0.168826	-0.240133	-0.138937	-0.161971	-0.271439	-0.203876	-0.236109	-0.199558	-0.214644	-0.193180	-0.182150	-0.240282	-0.169032	-0.186472	-0.286789	-0.310042	0.039143	0.117006	-0.049098	0.042730	-0.030419	-0.058187	
-0.304046	-0.335296	-0.493505	0.104808	-0.512287	-0.299248	-0.259177	-0.497928	0.106438	-0.514163	-0.300407	-0.294728	-0.302588	-0.300463	-0.293099	-0.289246	-0.296646	-0.296147	-0.292494	-0.300899	-0.340407	-0.466811	0.121288	-0.496303	-0.283957	-0.220518	-0.482688	0.115999	-0.496251	-0.299331	-0.278053	-0.295042	-0.293579	-0.285005	-0.265591	-0.280400	-0.290625	-0.285792	-0.135828	-0.202237	-0.225357	-0.128121	-0.159642	-0.161357	-0.098033	-0.227614	-0.162986	-0.104639	-0.248873	-0.144885	-0.248183	-0.170523	-0.220905	-0.222694	-0.163666	-0.228656	-0.205403	0.039330	0.116362	-0.049803	0.054225	-0.056274	-0.052623	
-0.304785	-0.336036	-0.494244	0.104068	-0.513026	-0.299987	-0.259917	-0.498667	0.105698	-0.514902	-0.301146	-0.295467	-0.303328	-0.301203	-0.293839	-0.289986	-0.297385	-0.296886	-0.293234	-0.302407	-0.341762	-0.468141	0.119450	-0.497152	-0.285644	-0.221592	-0.484247	0.114193	-0.496764	-0.300890	-0.279530	-0.296918	-0.295002	-0.286518	-0.266912	-0.281784	-0.292139	-0.286942	-0.162725	-0.175993	-0.186028	-0.150495	-0.030855	-0.175809	-0.081666	-0.210115	-0.151509	-0.029514	-0.227688	-0.123421	-0.165008	-0.166648	-0.108515	-0.111347	-0.154276	-0.166648	-0.143394	0.039405	0.115670	-0.050366	0.026395	-0.056821	-0.034401	
-0.305229	-0.336480	-0.494688	0.103624	-0.513470	-0.300431	-0.260361	-0.499111	0.105254	-0.515346	-0.301590	-0.295911	-0.303772	-0.301647	-0.294283	-0.290430	-0.297829	-0.297330	-0.293678	-0.303455	-0.342376	-0.469138	0.118252	-0.497246	-0.286539	-0.221771	-0.485014	0.113139	-0.496775	-0.302603	-0.280495	-0.298500	-0.296456	-0.287609	-0.267876	-0.283157	-0.293502	-0.287942	-0.136799	-0.109861	-0.127122	-0.154666	-0.022806	-0.139090	-0.069905	-0.134760	-0.148954	-0.010732	-0.169449	-0.075126	-0.175740	-0.220905	-0.085262	-0.091224	-0.120737	-0.096888	-0.054257	0.039494	0.114944	-0.050731	0.022514	-0.072000	-0.011724	
-0.305377	-0.336628	-0.494836	0.103476	-0.513618	-0.300579	-0.260509	-0.499259	0.105106	-0.515494	-0.301739	-0.296059	-0.303920	-0.301795	-0.294431	-0.290578	-0.297977	-0.297478	-0.293826	-0.304299	-0.342862	-0.470007	0.116638	-0.497246	-0.287510	-0.222078	-0.485423	0.112228	-0.496859	-0.304188	-0.281155	-0.299789	-0.297576	-0.288365	-0.268515	-0.284268	-0.294441	-0.288577	-0.099802	-0.060298	-0.097833	-0.139661	0.000000	-0.097536	-0.030064	-0.070106	-0.092682	-0.024147	-0.167350	-0.033538	-0.083175	-0.100764	-0.062008	-0.038904	-0.097932	-0.139519	-0.077510	0.039500	0.114169	-0.050998	0.019305	-0.056916	-0.028801	
-0.305229	-0.336480	-0.494689	0.103624	-0.513470	-0.300431	-0.260361	-0.499111	0.105254	-0.515346	-0.301591	-0.295911	-0.303772	-0.301647	-0.294283	-0.290430	-0.297829	-0.297331	-0.293678	-0.305092	-0.342964	-0.470697	0.114848	-0.497288	-0.288431	-0.222052	-0.485423	0.111589	-0.496964	-0.305773	-0.281427	-0.300492	-0.298333	-0.288941	-0.268777	-0.285295	-0.294743	-0.289032	-0.086763	-0.033920	-0.081358	-0.170545	-0.018781	-0.095215	-0.015917	-0.027258	-0.079584	-0.020123	-0.161864	-0.016098	-0.048295	-0.034880	-0.054257	-0.021464	-0.123421	-0.027129	-0.046506	0.039419	0.113402	-0.051126	-0.003650	-0.055579	0.002849	
-0.304786	-0.336036	-0.494245	0.104068	-0.513026	-0.299987	-0.259917	-0.498667	0.105698	-0.514902	-0.301147	-0.295467	-0.303328	-0.301203	-0.293839	-0.289986	-0.297385	-0.296887	-0.293234	-0.305654	-0.342938	-0.471285	0.113762	-0.497299	-0.288993	-0.222001	-0.485219	0.111029	-0.497068	-0.306643	-0.281574	-0.300869	-0.298878	-0.289304	-0.268777	-0.286196	-0.295016	-0.289334	-0.072296	-0.007230	-0.066365	-0.150506	0.020123	-0.078241	0.002065	0.005541	-0.070924	-0.004025	-0.129149	0.000000	-0.005366	-0.104639	-0.077510	-0.005366	-0.060369	-0.062008	-0.034880	0.039318	0.112630	-0.050935	-0.002143	-0.057533	0.028843	
-0.304046	-0.335297	-0.493505	0.104807	-0.512287	-0.299248	-0.259178	-0.497928	0.106437	-0.514163	-0.300407	-0.294728	-0.302589	-0.300464	-0.293100	-0.289247	-0.296646	-0.296147	-0.292495	-0.305859	-0.342759	-0.471848	0.112915	-0.497309	-0.288891	-0.221899	-0.484835	0.111077	-0.497121	-0.306847	-0.281574	-0.300900	-0.298999	-0.289455	-0.268767	-0.286793	-0.295046	-0.289304	-0.044533	0.008361	-0.059867	-0.102259	0.001342	-0.034249	0.005971	0.025614	-0.035238	-0.014757	-0.065604	0.013415	0.032197	-0.027129	0.000000	-0.008049	-0.024147	0.000000	0.007751	0.039208	0.111949	-0.050542	-0.014251	-0.041497	0.042937	
-0.303012	-0.334263	-0.492471	0.105842	-0.511253	-0.298214	-0.258143	-0.496894	0.107472	-0.513129	-0.299373	-0.293694	-0.301555	-0.299430	-0.292066	-0.288213	-0.295612	-0.295113	-0.291460	-0.305705	-0.342504	-0.472282	0.112579	-0.497309	-0.288814	-0.221797	-0.484298	0.111317	-0.497110	-0.306796	-0.281574	-0.300743	-0.298999	-0.289365	-0.268756	-0.287202	-0.294985	-0.289183	-0.008205	0.020239	-0.051372	-0.058445	0.000000	0.002955	0.008683	0.042843	0.012970	0.001342	-0.015798	0.002683	0.034880	-0.054257	0.042631	0.001342	-0.030855	0.046506	0.065884	0.039098	0.111283	-0.049957	-0.030715	-0.041295	0.065762	
-0.301684	-0.332935	-0.491143	0.107169	-0.509925	-0.296886	-0.256816	-0.495566	0.108799	-0.511801	-0.298045	-0.292366	-0.300227	-0.298102	-0.290738	-0.286885	-0.294284	-0.293785	-0.290133	-0.305526	-0.342146	-0.472768	0.112819	-0.497309	-0.288814	-0.221669	-0.483480	0.111365	-0.497110	-0.306668	-0.281553	-0.300555	-0.298939	-0.289334	-0.268746	-0.287265	-0.294925	-0.289092	0.013834	0.029849	-0.047723	-0.007407	0.020123	0.003765	0.012364	0.063849	0.014404	-0.005366	0.006107	0.028172	0.042929	0.000000	0.034880	0.017440	0.010732	0.050382	0.034880	0.039052	0.110631	-0.049172	0.000985	-0.062114	0.090492	
-0.300064	-0.331315	-0.489523	0.108790	-0.508305	-0.295266	-0.255195	-0.493946	0.110420	-0.510181	-0.296425	-0.290746	-0.298606	-0.296482	-0.289118	-0.285265	-0.292664	-0.292165	-0.288512	-0.305347	-0.341609	-0.472819	0.112867	-0.497299	-0.288763	-0.221567	-0.482253	0.111397	-0.497110	-0.306362	-0.281522	-0.300177	-0.298636	-0.289304	-0.268735	-0.287213	-0.294622	-0.288759	0.017904	0.042702	-0.033282	0.014276	0.013415	0.003212	0.012316	0.097523	0.004911	-0.014757	0.020080	0.033538	0.060369	0.058133	0.058133	0.005366	0.022806	0.042631	0.038755	0.039032	0.110089	-0.048194	-0.026505	-0.028431	0.109725	
