qC_l_hip_yaw	qC_l_hip_rol	qC_l_hip_pit	qC_l_kne	qC_l_ank	qC_r_hip_yaw	qC_r_hip_rol	qC_r_hip_pit	qC_r_kne	qC_r_ank	torso	qC_l_shd_pit	qC_l_shd_rol	qC_l_shd_yaw	qC_l_elb	qC_r_shd_pit	qC_r_shd_rol	qC_r_shd_yaw	qC_r_elb	qP_l_hip_yaw	qP_l_hip_rol	qP_l_hip_pit	qP_l_kne	qP_l_ank	qP_r_hip_yaw	qP_r_hip_rol	qP_r_hip_pit	qP_r_kne	qP_r_ank	torso	qP_l_shd_pit	qP_l_shd_rol	qP_l_shd_yaw	qP_l_elb	qP_r_shd_pit	qP_r_shd_rol	qP_r_shd_yaw	qP_r_elb	qV_l_hip_yaw	qV_l_hip_rol	qV_l_hip_pit	qV_l_kne	qV_l_ank	qV_r_hip_yaw	qV_r_hip_rol	qV_r_hip_pit	qV_r_kne	qV_r_ank	torso	qV_l_shd_pit	qV_l_shd_rol	qV_l_shd_yaw	qV_l_elb	qV_r_shd_pit	qV_r_shd_rol	qV_r_shd_yaw	qV_r_elb	rol	pit	yaw	rol_rate	pit_rate	yaw_rate	
-0.158089	-0.189340	-0.347548	0.250765	-0.366330	-0.153291	-0.113221	-0.351971	0.252394	-0.368206	-0.154450	-0.148771	-0.156632	-0.154507	-0.147143	-0.143290	-0.150689	-0.150190	-0.146537	-0.135152	-0.169726	-0.314513	0.275725	-0.335991	-0.126570	-0.049914	-0.306612	0.279272	-0.333412	-0.140283	-0.117866	-0.136941	-0.133987	-0.122112	-0.107773	-0.124112	-0.130245	-0.121748	-0.710314	-0.719799	-0.781687	-0.831318	-0.896140	-0.840553	-0.747191	-0.792607	-0.892368	-0.992730	-0.967437	-1.050416	-1.041025	-1.027014	-1.515330	-0.944435	-0.935045	-1.189786	-1.437819	0.021886	0.094041	0.076415	0.210748	0.134173	-0.246336	
-0.166125	-0.197375	-0.355584	0.242729	-0.374366	-0.161327	-0.121256	-0.360007	0.244359	-0.376242	-0.162486	-0.156807	-0.164667	-0.162542	-0.155179	-0.151325	-0.158725	-0.158226	-0.154573	-0.142618	-0.179365	-0.321697	0.267591	-0.344637	-0.136873	-0.057354	-0.314742	0.270324	-0.343725	-0.148873	-0.126932	-0.145807	-0.141132	-0.131043	-0.115801	-0.132088	-0.137209	-0.129439	-0.756245	-0.865345	-0.739036	-0.823622	-0.888091	-0.869195	-0.748597	-0.786690	-0.905973	-0.924312	-0.894140	-0.984681	-0.944435	-1.007636	-1.085147	-0.839796	-0.882725	-0.922375	-1.023138	0.023499	0.095452	0.074002	0.212330	0.111153	-0.213491	
-0.174002	-0.205252	-0.363461	0.234852	-0.382243	-0.169204	-0.129133	-0.367884	0.236482	-0.384119	-0.170363	-0.164684	-0.172544	-0.170419	-0.163056	-0.159202	-0.166602	-0.166103	-0.162450	-0.150057	-0.188364	-0.329239	0.259090	-0.353137	-0.145003	-0.064871	-0.323205	0.261264	-0.352204	-0.158205	-0.135997	-0.154160	-0.150639	-0.139430	-0.123211	-0.140399	-0.146171	-0.137947	-0.775398	-0.922409	-0.743089	-0.829912	-0.885408	-0.841498	-0.765129	-0.823627	-0.914685	-0.881383	-0.913916	-1.059807	-0.952484	-1.089022	-1.116151	-0.878700	-0.979315	-1.061893	-1.178159	0.024980	0.096783	0.071744	0.164449	0.113394	-0.226678	
-0.181712	-0.212963	-0.371171	0.227141	-0.389953	-0.176914	-0.136844	-0.375594	0.228771	-0.391829	-0.178073	-0.172394	-0.180255	-0.178130	-0.170766	-0.166913	-0.174312	-0.173813	-0.170161	-0.157344	-0.195906	-0.336781	0.251085	-0.360851	-0.152827	-0.072361	-0.331105	0.252411	-0.359918	-0.167408	-0.144717	-0.162084	-0.157391	-0.146757	-0.130757	-0.148742	-0.153226	-0.145577	-0.767090	-0.866819	-0.770133	-0.844717	-0.705643	-0.807282	-0.776511	-0.847860	-0.920213	-0.833089	-0.922775	-0.909556	-0.800892	-0.980508	-0.937877	-0.779427	-0.885408	-0.957254	-1.003761	0.026460	0.098078	0.069414	0.205701	0.118198	-0.217383	
-0.189249	-0.220499	-0.378708	0.219605	-0.397490	-0.184451	-0.144380	-0.383131	0.221235	-0.399366	-0.185610	-0.179931	-0.187791	-0.185666	-0.178303	-0.174449	-0.181849	-0.181350	-0.177697	-0.164681	-0.202375	-0.343351	0.243751	-0.367873	-0.160292	-0.080236	-0.339158	0.243687	-0.367548	-0.175641	-0.152599	-0.169326	-0.165142	-0.153661	-0.138335	-0.156477	-0.161310	-0.155175	-0.759850	-0.741316	-0.726462	-0.796677	-0.705643	-0.786031	-0.787332	-0.827562	-0.899732	-0.818332	-0.890637	-0.905531	-0.744548	-0.972756	-0.860366	-0.866627	-0.849187	-0.906873	-1.278923	0.027806	0.099301	0.067103	0.173235	0.103496	-0.213725	
-0.196604	-0.227855	-0.386063	0.212250	-0.404845	-0.191806	-0.151735	-0.390486	0.213880	-0.406721	-0.192965	-0.187286	-0.195146	-0.193021	-0.185658	-0.181804	-0.189204	-0.188705	-0.185052	-0.171942	-0.208868	-0.350510	0.235953	-0.374675	-0.167527	-0.087778	-0.347416	0.235761	-0.374140	-0.183796	-0.160648	-0.176065	-0.172984	-0.162804	-0.145954	-0.164641	-0.169061	-0.162683	-0.748641	-0.646988	-0.687807	-0.772209	-0.673447	-0.754769	-0.791147	-0.835460	-0.846239	-0.649299	-0.851362	-0.893457	-0.721742	-0.910748	-1.112275	-0.866627	-0.924312	-0.996010	-1.244043	0.028988	0.100325	0.064844	0.149273	0.087671	-0.230649	
-0.203770	-0.235021	-0.393229	0.205083	-0.412011	-0.198972	-0.158902	-0.397652	0.206713	-0.413887	-0.200131	-0.194452	-0.202313	-0.200188	-0.192824	-0.188971	-0.196370	-0.195871	-0.192219	-0.179433	-0.216896	-0.357566	0.228139	-0.381676	-0.174839	-0.095857	-0.355955	0.228507	-0.380932	-0.191543	-0.168204	-0.183150	-0.181492	-0.171222	-0.153332	-0.171998	-0.178175	-0.170949	-0.754401	-0.711504	-0.719593	-0.780319	-0.751255	-0.739597	-0.784195	-0.854561	-0.779743	-0.794184	-0.807849	-0.857236	-0.823698	-0.984383	-0.972756	-0.991389	-0.755280	-1.050267	-1.089022	0.030004	0.101355	0.062785	0.129403	0.094176	-0.189982	
-0.210741	-0.241991	-0.400200	0.198113	-0.418982	-0.205943	-0.165872	-0.404623	0.199743	-0.420858	-0.207102	-0.201423	-0.209283	-0.207158	-0.199795	-0.195941	-0.203341	-0.202842	-0.199189	-0.187384	-0.225998	-0.363753	0.221748	-0.389243	-0.181461	-0.103885	-0.364929	0.221620	-0.388038	-0.198881	-0.175530	-0.191031	-0.188032	-0.179306	-0.160071	-0.178863	-0.184866	-0.178579	-0.786522	-0.868968	-0.682821	-0.724733	-0.760646	-0.717756	-0.807973	-0.873284	-0.731688	-0.728449	-0.765793	-0.774061	-0.892116	-0.782856	-1.162657	-0.732474	-0.680154	-0.945628	-1.244043	0.030927	0.102325	0.060958	0.128492	0.097158	-0.159083	
-0.217509	-0.248759	-0.406968	0.191345	-0.425750	-0.212711	-0.172640	-0.411391	0.192975	-0.427626	-0.213870	-0.208191	-0.216051	-0.213926	-0.206563	-0.202709	-0.210109	-0.209610	-0.205957	-0.195233	-0.235151	-0.371116	0.214637	-0.396821	-0.187725	-0.111887	-0.373519	0.215052	-0.395196	-0.206039	-0.181903	-0.198399	-0.196510	-0.186936	-0.166769	-0.185257	-0.191800	-0.186391	-0.809197	-0.940283	-0.676519	-0.694265	-0.802233	-0.669374	-0.798002	-0.891610	-0.691014	-0.815649	-0.734461	-0.724425	-0.869310	-0.879744	-0.961130	-0.810283	-0.792843	-0.840989	-0.926250	0.031689	0.103057	0.059321	0.093244	0.041364	-0.170601	
-0.224067	-0.255318	-0.413526	0.184786	-0.432308	-0.219269	-0.179199	-0.417949	0.186416	-0.434184	-0.220429	-0.214749	-0.222610	-0.220485	-0.213121	-0.209268	-0.216667	-0.216169	-0.212516	-0.202622	-0.241491	-0.377610	0.208837	-0.404356	-0.194116	-0.120477	-0.381394	0.208629	-0.402417	-0.212942	-0.188338	-0.205956	-0.202474	-0.193688	-0.173413	-0.192027	-0.197855	-0.193052	-0.780121	-0.802892	-0.706400	-0.657265	-0.696253	-0.641347	-0.827263	-0.866050	-0.654578	-0.729791	-0.709853	-0.735157	-0.792843	-0.581329	-0.895246	-0.666739	-0.706985	-0.441810	-1.077396	0.032494	0.103692	0.057716	0.118905	0.030690	-0.154712	
-0.230410	-0.261661	-0.419869	0.178444	-0.438651	-0.225612	-0.185542	-0.424292	0.180074	-0.440527	-0.226771	-0.221092	-0.228953	-0.226828	-0.219464	-0.215611	-0.223010	-0.222511	-0.218858	-0.210062	-0.246349	-0.384232	0.202637	-0.411179	-0.199255	-0.129374	-0.389294	0.202221	-0.408821	-0.219052	-0.193924	-0.212653	-0.209256	-0.199471	-0.179639	-0.197949	-0.204425	-0.198683	-0.754361	-0.616088	-0.665252	-0.611525	-0.661373	-0.600016	-0.808975	-0.822494	-0.651445	-0.715034	-0.668879	-0.603687	-0.670764	-0.631710	-0.895246	-0.739182	-0.654665	-0.623959	-0.728598	0.033193	0.104141	0.056371	0.084973	0.028543	-0.108872	
-0.236531	-0.267781	-0.425990	0.172323	-0.444772	-0.231733	-0.191662	-0.430413	0.173953	-0.446648	-0.232892	-0.227213	-0.235073	-0.232948	-0.225585	-0.221731	-0.229131	-0.228632	-0.224979	-0.217169	-0.253814	-0.390905	0.197060	-0.418275	-0.205826	-0.137683	-0.397015	0.195750	-0.415392	-0.225163	-0.199804	-0.219224	-0.215373	-0.204860	-0.186158	-0.204300	-0.211026	-0.204406	-0.733729	-0.605780	-0.666067	-0.588398	-0.767354	-0.607212	-0.806049	-0.797484	-0.653784	-0.666739	-0.621841	-0.689545	-0.647958	-0.472814	-0.798358	-0.646616	-0.704302	-0.596831	-0.654964	0.033694	0.104475	0.055092	0.060082	0.030024	-0.106167	
-0.242423	-0.273674	-0.431882	0.166430	-0.450664	-0.237625	-0.197555	-0.436305	0.168060	-0.452540	-0.238785	-0.233105	-0.240966	-0.238841	-0.231477	-0.227624	-0.235023	-0.234524	-0.230872	-0.225197	-0.264654	-0.396734	0.191947	-0.424175	-0.211246	-0.145302	-0.404531	0.190077	-0.421303	-0.231963	-0.207193	-0.225314	-0.221156	-0.210401	-0.193243	-0.210064	-0.217172	-0.209826	-0.757942	-0.829248	-0.644259	-0.566994	-0.614420	-0.626415	-0.811271	-0.776661	-0.629305	-0.631859	-0.594750	-0.685521	-0.670764	-0.523196	-0.759603	-0.631859	-0.554051	-0.561951	-0.709221	0.034037	0.104599	0.054048	0.052690	-0.023325	-0.082625	
-0.248082	-0.279333	-0.437541	0.160772	-0.456323	-0.243284	-0.203213	-0.441964	0.162402	-0.458199	-0.244443	-0.238764	-0.246624	-0.244499	-0.237136	-0.233282	-0.240682	-0.240183	-0.236530	-0.231921	-0.271429	-0.402947	0.186194	-0.430526	-0.217765	-0.152742	-0.411792	0.183606	-0.427236	-0.237435	-0.212789	-0.230942	-0.227211	-0.216577	-0.199081	-0.215514	-0.222562	-0.216184	-0.766878	-0.812609	-0.615821	-0.552686	-0.665398	-0.609312	-0.765817	-0.756065	-0.621125	-0.666739	-0.565951	-0.614420	-0.610395	-0.616208	-0.736350	-0.689545	-0.607712	-0.488316	-0.802233	0.034389	0.104616	0.053320	0.044991	0.007440	-0.066265	
-0.253501	-0.284752	-0.442960	0.155353	-0.461742	-0.248703	-0.208632	-0.447383	0.156983	-0.463618	-0.249862	-0.244183	-0.252043	-0.249919	-0.242555	-0.238702	-0.246101	-0.245602	-0.241949	-0.237878	-0.276466	-0.409134	0.180762	-0.436741	-0.224157	-0.161205	-0.420510	0.177566	-0.433451	-0.242471	-0.218239	-0.236559	-0.233267	-0.223238	-0.204782	-0.221216	-0.228557	-0.222845	-0.683068	-0.641139	-0.582141	-0.554878	-0.555392	-0.638105	-0.784843	-0.731251	-0.620296	-0.654665	-0.522281	-0.587589	-0.550026	-0.496067	-0.840989	-0.566125	-0.554051	-0.585204	-0.747976	0.034636	0.104449	0.052832	0.026992	-0.019392	-0.030793	
-0.258675	-0.289926	-0.448134	0.150178	-0.466916	-0.253877	-0.213807	-0.452557	0.151808	-0.468792	-0.255036	-0.249357	-0.257218	-0.255093	-0.247729	-0.243876	-0.251275	-0.250776	-0.247124	-0.244167	-0.284033	-0.414375	0.175457	-0.442191	-0.230293	-0.167264	-0.426212	0.170871	-0.439320	-0.247073	-0.223364	-0.240762	-0.239050	-0.229476	-0.210326	-0.226247	-0.234249	-0.228931	-0.638979	-0.629212	-0.543204	-0.545589	-0.539294	-0.620459	-0.738416	-0.672908	-0.644409	-0.645275	-0.497702	-0.552709	-0.418557	-0.550324	-0.767354	-0.676130	-0.535269	-0.569702	-0.670466	0.034777	0.104139	0.052394	0.002998	-0.032852	-0.023193	
-0.263600	-0.294850	-0.453059	0.145254	-0.471840	-0.258801	-0.218731	-0.457481	0.146884	-0.473716	-0.259961	-0.254281	-0.262142	-0.260017	-0.252653	-0.248800	-0.256199	-0.255701	-0.252048	-0.250942	-0.290732	-0.419565	0.170263	-0.448805	-0.236454	-0.173502	-0.432015	0.165022	-0.445283	-0.251982	-0.228406	-0.245091	-0.244530	-0.235016	-0.215776	-0.231246	-0.240062	-0.234350	-0.663986	-0.720446	-0.555881	-0.547590	-0.550026	-0.607277	-0.657940	-0.616792	-0.631344	-0.627835	-0.490846	-0.567466	-0.495024	-0.507694	-0.654964	-0.602346	-0.551368	-0.503818	-0.492191	0.034640	0.103716	0.052065	-0.017326	-0.031795	-0.023208	
-0.268269	-0.299519	-0.457728	0.140585	-0.476510	-0.263471	-0.223400	-0.462151	0.142215	-0.478386	-0.264630	-0.258951	-0.266811	-0.264686	-0.257323	-0.253469	-0.260869	-0.260370	-0.256717	-0.258229	-0.295666	-0.424524	0.164878	-0.453815	-0.241900	-0.179152	-0.437563	0.159334	-0.451037	-0.256635	-0.233436	-0.250813	-0.250283	-0.240406	-0.221142	-0.237346	-0.245906	-0.240164	-0.658511	-0.636402	-0.510457	-0.544312	-0.532586	-0.593057	-0.623887	-0.595005	-0.609266	-0.578198	-0.476119	-0.564783	-0.505756	-0.654964	-0.771229	-0.619786	-0.586248	-0.643337	-0.759603	0.034387	0.103173	0.051828	-0.051798	-0.050499	-0.030419	
-0.272679	-0.303929	-0.462138	0.136175	-0.480920	-0.267881	-0.227810	-0.466561	0.137805	-0.482796	-0.269040	-0.263361	-0.271221	-0.269096	-0.261733	-0.257879	-0.265279	-0.264780	-0.261127	-0.263342	-0.301700	-0.428359	0.158886	-0.458321	-0.247652	-0.185160	-0.443162	0.153022	-0.456330	-0.259984	-0.237953	-0.255184	-0.255006	-0.245159	-0.226173	-0.242135	-0.250387	-0.245099	-0.585195	-0.566445	-0.456551	-0.560591	-0.441363	-0.580196	-0.594741	-0.569980	-0.605273	-0.537952	-0.423042	-0.452095	-0.429289	-0.437934	-0.592955	-0.509780	-0.501731	-0.414681	-0.623959	0.033959	0.102563	0.051734	-0.033050	-0.061540	-0.009885	
-0.276825	-0.308076	-0.466284	0.132029	-0.485066	-0.272027	-0.231956	-0.470707	0.133659	-0.486942	-0.273186	-0.267507	-0.275368	-0.273243	-0.265879	-0.262026	-0.269425	-0.268926	-0.265273	-0.268557	-0.307145	-0.433064	0.153597	-0.462933	-0.253047	-0.190478	-0.447841	0.147701	-0.461465	-0.264765	-0.242083	-0.259156	-0.259911	-0.249671	-0.231036	-0.247093	-0.255261	-0.250246	-0.518082	-0.568703	-0.452364	-0.562984	-0.513805	-0.589527	-0.558862	-0.517480	-0.581826	-0.536611	-0.409965	-0.434655	-0.448070	-0.449561	-0.581329	-0.564783	-0.544660	-0.465063	-0.503818	0.033407	0.101874	0.051654	-0.063964	-0.057321	-0.030341	
-0.280703	-0.311954	-0.470162	0.128150	-0.488944	-0.275905	-0.235835	-0.474585	0.129780	-0.490820	-0.277065	-0.271385	-0.279246	-0.277121	-0.269757	-0.265904	-0.273303	-0.272805	-0.269152	-0.272341	-0.311287	-0.437333	0.148708	-0.467188	-0.258314	-0.195054	-0.451829	0.141709	-0.465899	-0.267910	-0.246055	-0.263862	-0.265058	-0.254243	-0.235459	-0.251809	-0.260772	-0.254576	-0.465280	-0.487967	-0.445888	-0.535876	-0.336723	-0.544448	-0.497532	-0.460593	-0.536141	-0.453436	-0.402253	-0.397092	-0.503073	-0.480565	-0.558075	-0.469535	-0.497707	-0.472814	-0.465063	0.032681	0.101148	0.051432	-0.055205	-0.061854	-0.023939	
-0.284310	-0.315561	-0.473769	0.124544	-0.492551	-0.279512	-0.239441	-0.478192	0.126174	-0.494427	-0.280671	-0.274992	-0.282852	-0.280728	-0.273364	-0.269511	-0.276910	-0.276411	-0.272758	-0.276611	-0.315940	-0.440989	0.143339	-0.470814	-0.263197	-0.199580	-0.456227	0.137331	-0.470416	-0.271540	-0.249671	-0.268054	-0.269418	-0.258966	-0.239945	-0.255980	-0.265435	-0.259057	-0.432345	-0.461015	-0.416203	-0.478199	-0.418557	-0.460752	-0.480102	-0.443017	-0.485703	-0.452095	-0.359961	-0.448070	-0.430630	-0.534822	-0.701470	-0.586248	-0.460144	-0.581329	-0.623959	0.031736	0.100465	0.051267	-0.102388	-0.064519	-0.014705	
-0.287641	-0.318892	-0.477100	0.121212	-0.495882	-0.282843	-0.242773	-0.481523	0.122842	-0.497758	-0.284002	-0.278323	-0.286184	-0.284059	-0.276695	-0.272842	-0.280241	-0.279742	-0.276090	-0.280676	-0.320619	-0.445412	0.139152	-0.474933	-0.265753	-0.204514	-0.459525	0.134135	-0.475510	-0.273867	-0.253129	-0.271712	-0.272658	-0.263084	-0.243770	-0.259858	-0.268947	-0.262569	-0.415615	-0.471713	-0.419443	-0.447547	-0.389043	-0.361327	-0.484847	-0.395148	-0.406677	-0.708327	-0.312349	-0.364895	-0.397092	-0.430183	-0.472814	-0.393068	-0.375628	-0.468938	-0.414681	0.030704	0.099690	0.051213	-0.096318	-0.067424	0.008499	
-0.290694	-0.321945	-0.480153	0.118160	-0.498935	-0.285896	-0.245825	-0.484576	0.119790	-0.500811	-0.287055	-0.281376	-0.289236	-0.287112	-0.279748	-0.275895	-0.283294	-0.282795	-0.279142	-0.284025	-0.323533	-0.448531	0.135413	-0.478811	-0.265907	-0.209551	-0.457786	0.135653	-0.483087	-0.277702	-0.256557	-0.275443	-0.276321	-0.267201	-0.247218	-0.263285	-0.272580	-0.267413	-0.387734	-0.393672	-0.386373	-0.405045	-0.378311	-0.184640	-0.481757	-0.155050	-0.139812	-0.881383	-0.298287	-0.346114	-0.383677	-0.437934	-0.503818	-0.375628	-0.324650	-0.422432	-0.651088	0.029502	0.098916	0.051226	-0.124552	-0.034544	-0.014559	
-0.293465	-0.324716	-0.482924	0.115389	-0.501706	-0.288667	-0.248597	-0.487347	0.117018	-0.503582	-0.289826	-0.284147	-0.292008	-0.289883	-0.282519	-0.278666	-0.286065	-0.285566	-0.281914	-0.288525	-0.327905	-0.453184	0.131898	-0.482615	-0.266699	-0.211903	-0.456278	0.136947	-0.488170	-0.281179	-0.259638	-0.279195	-0.279621	-0.271652	-0.250384	-0.266356	-0.276668	-0.270562	-0.393539	-0.370477	-0.393156	-0.367269	-0.342090	-0.069615	-0.404044	0.130024	0.124053	-0.508439	-0.364374	-0.293795	-0.378311	-0.468938	-0.453436	-0.363554	-0.327333	-0.406930	-0.468938	0.028422	0.098497	0.051303	-0.108351	-0.026753	-0.012092	
-0.295952	-0.327203	-0.485411	0.112902	-0.504193	-0.291154	-0.251083	-0.489834	0.114532	-0.506069	-0.292313	-0.286634	-0.294495	-0.292370	-0.285006	-0.281153	-0.288552	-0.288053	-0.284400	-0.291644	-0.330360	-0.456917	0.128830	-0.485361	-0.271787	-0.213385	-0.456099	0.136500	-0.491388	-0.285755	-0.262258	-0.282601	-0.283739	-0.275195	-0.253318	-0.269312	-0.279877	-0.274922	-0.393785	-0.351803	-0.419557	-0.326365	-0.253549	-0.247792	-0.229794	0.107479	0.068984	-0.134153	-0.403813	-0.292453	-0.325991	-0.410806	-0.437934	-0.336723	-0.289770	-0.414681	-0.569702	0.026892	0.098081	0.051337	-0.123534	0.004291	0.004858	
-0.298152	-0.329403	-0.487611	0.110702	-0.506393	-0.293354	-0.253284	-0.492034	0.112331	-0.508269	-0.294513	-0.288834	-0.296695	-0.294570	-0.287206	-0.283353	-0.290752	-0.290253	-0.286601	-0.294482	-0.333734	-0.461263	0.126529	-0.487468	-0.278025	-0.213488	-0.456176	0.135190	-0.492163	-0.289130	-0.265455	-0.285326	-0.286040	-0.278646	-0.256316	-0.272047	-0.282360	-0.278071	-0.329696	-0.294346	-0.416002	-0.281666	-0.171716	-0.504193	-0.098072	0.013923	-0.068659	-0.060369	-0.405298	-0.351480	-0.305868	-0.306166	-0.352673	-0.295136	-0.289770	-0.329420	-0.472814	0.025671	0.098095	0.051482	-0.108605	0.034579	0.009836	
-0.300063	-0.331314	-0.489522	0.108790	-0.508304	-0.295265	-0.255195	-0.493945	0.110420	-0.510180	-0.296425	-0.290745	-0.298606	-0.296481	-0.289117	-0.285264	-0.292663	-0.292165	-0.288512	-0.296553	-0.336342	-0.465584	0.124100	-0.489323	-0.282678	-0.213462	-0.457198	0.133656	-0.492362	-0.292607	-0.268389	-0.288030	-0.288251	-0.280372	-0.258883	-0.274583	-0.284691	-0.280705	-0.263852	-0.305688	-0.433309	-0.250213	-0.178423	-0.557525	-0.018106	-0.042622	-0.134637	-0.021464	-0.365664	-0.284404	-0.270989	-0.302291	-0.244158	-0.307210	-0.214644	-0.244158	-0.255785	0.024438	0.098190	0.051618	-0.095326	0.042849	0.031318	
-0.301684	-0.332934	-0.491143	0.107170	-0.509925	-0.296886	-0.256815	-0.495566	0.108800	-0.511801	-0.298045	-0.292366	-0.300226	-0.298101	-0.290738	-0.286884	-0.294284	-0.293785	-0.290132	-0.297217	-0.339282	-0.469240	0.122470	-0.491566	-0.287152	-0.213437	-0.457786	0.130652	-0.492708	-0.293629	-0.271198	-0.290598	-0.290279	-0.281916	-0.261514	-0.276816	-0.286629	-0.282915	-0.165477	-0.284976	-0.413588	-0.212523	-0.224035	-0.503294	0.008251	-0.081144	-0.213833	-0.040246	-0.256830	-0.293795	-0.261598	-0.271287	-0.244158	-0.303185	-0.206595	-0.166648	-0.244158	0.023391	0.098520	0.051781	-0.078514	0.051992	-0.003625	
-0.303012	-0.334262	-0.492471	0.105842	-0.511253	-0.298213	-0.258143	-0.496894	0.107472	-0.513129	-0.299373	-0.293694	-0.301554	-0.299429	-0.292065	-0.288212	-0.295612	-0.295113	-0.291460	-0.297805	-0.341967	-0.473407	0.120553	-0.493924	-0.290527	-0.213539	-0.459039	0.127727	-0.493327	-0.293808	-0.273724	-0.292516	-0.291793	-0.283703	-0.264061	-0.278786	-0.288536	-0.284581	-0.072567	-0.287726	-0.410714	-0.182538	-0.225377	-0.413158	-0.003574	-0.091483	-0.285688	-0.089882	-0.087648	-0.261598	-0.156959	-0.158896	-0.220905	-0.309893	-0.187814	-0.294540	-0.236407	0.022536	0.098938	0.051921	-0.060889	0.072528	0.001957	
-0.304046	-0.335296	-0.493505	0.104808	-0.512287	-0.299248	-0.259177	-0.497928	0.106438	-0.514163	-0.300407	-0.294728	-0.302588	-0.300463	-0.293100	-0.289246	-0.296646	-0.296147	-0.292494	-0.298623	-0.343859	-0.476475	0.118651	-0.496020	-0.292777	-0.213820	-0.460343	0.124931	-0.494260	-0.293911	-0.276166	-0.294025	-0.293398	-0.285459	-0.266933	-0.280400	-0.290262	-0.285974	-0.067563	-0.218866	-0.376958	-0.193876	-0.193180	-0.306351	-0.016590	-0.121975	-0.299366	-0.104639	-0.013908	-0.191838	-0.173057	-0.279038	-0.201527	-0.252207	-0.151593	-0.228656	-0.155021	0.021893	0.099616	0.051999	-0.038265	0.080835	-0.005595	
-0.304785	-0.336036	-0.494244	0.104068	-0.513026	-0.299987	-0.259917	-0.498667	0.105698	-0.514902	-0.301146	-0.295467	-0.303328	-0.301203	-0.293839	-0.289986	-0.297385	-0.296886	-0.293234	-0.300106	-0.344779	-0.480234	0.116366	-0.497299	-0.293748	-0.214715	-0.462286	0.121799	-0.495370	-0.293476	-0.277602	-0.295388	-0.294700	-0.287003	-0.269291	-0.281689	-0.291625	-0.286973	-0.105640	-0.137069	-0.355199	-0.209848	-0.099273	-0.191178	-0.051771	-0.160057	-0.310548	-0.123421	0.012161	-0.120737	-0.111347	-0.174399	-0.197652	-0.260256	-0.101956	-0.178274	-0.131768	0.021352	0.100355	0.051841	-0.002858	0.102125	-0.027099	
-0.305229	-0.336480	-0.494688	0.103624	-0.513470	-0.300431	-0.260361	-0.499111	0.105254	-0.515346	-0.301590	-0.295911	-0.303772	-0.301647	-0.294283	-0.290430	-0.297829	-0.297330	-0.293678	-0.302407	-0.345239	-0.482279	0.113922	-0.497708	-0.294362	-0.215814	-0.463718	0.119163	-0.496314	-0.293016	-0.278629	-0.296058	-0.295911	-0.288154	-0.271596	-0.282549	-0.292684	-0.287851	-0.182109	-0.082598	-0.309016	-0.237891	-0.008049	-0.091037	-0.093375	-0.160379	-0.287463	-0.105981	0.041276	-0.084516	-0.044270	-0.158896	-0.193776	-0.249524	-0.065735	-0.143394	-0.100764	0.020947	0.101171	0.051458	-0.013162	0.094741	-0.055799	
-0.305377	-0.336628	-0.494836	0.103476	-0.513618	-0.300579	-0.260509	-0.499259	0.105106	-0.515494	-0.301739	-0.296059	-0.303920	-0.301795	-0.294431	-0.290578	-0.297977	-0.297478	-0.293826	-0.303634	-0.345188	-0.484375	0.111157	-0.497770	-0.294567	-0.217016	-0.464638	0.117101	-0.497005	-0.292837	-0.278975	-0.296614	-0.296940	-0.288668	-0.273504	-0.283010	-0.293350	-0.288396	-0.189861	-0.029093	-0.224789	-0.260033	-0.004025	-0.047934	-0.116754	-0.125875	-0.249303	-0.049637	0.035669	-0.010732	-0.016098	-0.096888	-0.015502	-0.215986	-0.030855	-0.031004	-0.093013	0.020620	0.101956	0.050669	0.008789	0.082476	-0.087557	
-0.305229	-0.336480	-0.494688	0.103624	-0.513470	-0.300431	-0.260361	-0.499111	0.105254	-0.515346	-0.301591	-0.295911	-0.303772	-0.301647	-0.294283	-0.290430	-0.297829	-0.297330	-0.293678	-0.304350	-0.345060	-0.485858	0.109352	-0.497791	-0.294720	-0.217911	-0.465763	0.115871	-0.497456	-0.292939	-0.279006	-0.296844	-0.297667	-0.289032	-0.275338	-0.283136	-0.293744	-0.288729	-0.111606	0.006782	-0.189364	-0.235300	0.010732	-0.020319	-0.108871	-0.104776	-0.184485	-0.077809	0.009490	0.013415	0.020123	-0.038755	0.058133	-0.198546	0.013415	-0.023253	-0.093013	0.020309	0.102661	0.049406	0.013347	0.073002	-0.136140	
-0.304786	-0.336036	-0.494245	0.104068	-0.513026	-0.299987	-0.259917	-0.498667	0.105698	-0.514902	-0.301147	-0.295467	-0.303328	-0.301203	-0.293839	-0.289986	-0.297385	-0.296887	-0.293234	-0.304810	-0.344958	-0.486497	0.107738	-0.497854	-0.294694	-0.218473	-0.466760	0.114912	-0.497718	-0.293093	-0.279006	-0.296865	-0.297939	-0.289213	-0.276313	-0.283146	-0.293926	-0.288820	-0.063623	0.011906	-0.105643	-0.185641	0.005366	-0.009160	-0.078622	-0.099819	-0.116470	-0.029514	-0.010794	0.010732	0.000000	-0.011627	-0.023253	-0.085858	0.000000	-0.038755	-0.027129	0.020013	0.103111	0.047888	0.006820	0.033629	-0.153144	
